date,home_team,away_team,League,B365H,B365D,B365A,BWH,BWD,BWA,competition_id
2013-10-05,Elche,Espanol,"La Liga, Spain (ES1)",2.5,3.3,2.75,2.5,3.2,2.85,ES1
2013-10-05,Levante,Real Madrid,"La Liga, Spain (ES1)",9.0,5.0,1.33,8.25,5.0,1.34,ES1
2013-10-05,Vallecano,Sociedad,"La Liga, Spain (ES1)",2.9,3.4,2.38,2.75,3.4,2.45,ES1
2013-10-06,Ath Bilbao,Valencia,"La Liga, Spain (ES1)",2.1,3.5,3.3,2.05,3.3,3.7,ES1
2013-10-06,Ath Madrid,Celta,"La Liga, Spain (ES1)",1.22,6.0,13.0,1.22,6.0,13.5,ES1
2013-10-06,Getafe,Betis,"La Liga, Spain (ES1)",2.4,3.3,2.88,2.4,3.3,2.9,ES1
2013-10-06,Sevilla,Almeria,"La Liga, Spain (ES1)",1.44,4.33,7.0,1.48,4.33,6.5,ES1
2013-10-19,Espanol,Ath Madrid,"La Liga, Spain (ES1)",5.25,3.6,1.67,5.25,3.6,1.67,ES1
2013-10-19,Osasuna,Barcelona,"La Liga, Spain (ES1)",12.0,6.0,1.22,12.5,6.0,1.22,ES1
2013-10-19,Real Madrid,Malaga,"La Liga, Spain (ES1)",1.2,7.0,11.0,1.17,7.0,14.5,ES1
2013-10-19,Valencia,Sociedad,"La Liga, Spain (ES1)",1.73,3.5,5.0,1.75,3.75,4.5,ES1
2013-10-20,Almeria,Vallecano,"La Liga, Spain (ES1)",1.91,3.6,3.75,1.83,3.6,4.1,ES1
2013-10-20,Betis,Elche,"La Liga, Spain (ES1)",1.73,3.5,5.0,1.72,3.5,5.0,ES1
2013-10-20,Granada,Getafe,"La Liga, Spain (ES1)",2.1,3.4,3.4,2.05,3.3,3.7,ES1
2013-10-20,Valladolid,Sevilla,"La Liga, Spain (ES1)",2.8,3.4,2.4,2.9,3.4,2.35,ES1
2013-10-21,Ath Bilbao,Villarreal,"La Liga, Spain (ES1)",2.2,3.4,3.2,2.2,3.4,3.2,ES1
2013-10-21,Celta,Levante,"La Liga, Spain (ES1)",2.05,3.4,3.5,2.05,3.25,3.7,ES1
2013-10-25,Vallecano,Valladolid,"La Liga, Spain (ES1)",1.91,3.6,3.8,2.0,3.3,3.8,ES1
2013-10-26,Barcelona,Real Madrid,"La Liga, Spain (ES1)",1.75,4.0,4.33,1.78,4.1,3.8,ES1
2013-10-26,Elche,Granada,"La Liga, Spain (ES1)",1.91,3.4,4.0,1.9,3.25,4.25,ES1
2013-10-26,Levante,Espanol,"La Liga, Spain (ES1)",2.4,3.3,2.9,2.5,3.1,2.95,ES1
2013-10-26,Malaga,Celta,"La Liga, Spain (ES1)",1.7,3.6,5.0,1.65,3.7,5.25,ES1
2013-10-27,Ath Madrid,Betis,"La Liga, Spain (ES1)",1.25,5.5,12.0,1.25,5.5,11.5,ES1
2013-10-27,Sevilla,Osasuna,"La Liga, Spain (ES1)",1.5,4.2,6.5,1.48,4.1,6.75,ES1
2013-10-27,Sociedad,Almeria,"La Liga, Spain (ES1)",1.57,4.0,5.5,1.57,4.0,5.5,ES1
2013-10-27,Villarreal,Valencia,"La Liga, Spain (ES1)",1.95,3.5,3.8,1.95,3.4,3.9,ES1
2013-10-28,Getafe,Ath Bilbao,"La Liga, Spain (ES1)",2.63,3.2,2.7,2.65,3.2,2.7,ES1
2013-10-29,Celta,Barcelona,"La Liga, Spain (ES1)",10.0,5.5,1.29,11.0,5.5,1.25,ES1
2013-10-29,Espanol,Malaga,"La Liga, Spain (ES1)",1.91,3.3,4.2,1.9,3.4,4.0,ES1
2013-10-30,Osasuna,Vallecano,"La Liga, Spain (ES1)",2.1,3.3,3.5,2.05,3.2,3.75,ES1
2013-10-30,Real Madrid,Sevilla,"La Liga, Spain (ES1)",1.18,7.0,13.0,1.19,6.5,13.5,ES1
2013-10-30,Valencia,Almeria,"La Liga, Spain (ES1)",1.4,4.5,8.0,1.4,4.6,7.5,ES1
2013-10-30,Valladolid,Sociedad,"La Liga, Spain (ES1)",2.8,3.3,2.5,2.7,3.3,2.5,ES1
2013-10-31,Ath Bilbao,Elche,"La Liga, Spain (ES1)",1.62,3.75,5.5,1.65,3.7,5.25,ES1
2013-10-31,Betis,Levante,"La Liga, Spain (ES1)",1.8,3.5,4.5,1.78,3.5,4.4,ES1
2013-10-31,Granada,Ath Madrid,"La Liga, Spain (ES1)",6.0,4.0,1.53,6.5,3.75,1.55,ES1
2013-10-31,Villarreal,Getafe,"La Liga, Spain (ES1)",1.44,4.2,7.5,1.5,4.0,6.5,ES1
2013-11-01,Barcelona,Espanol,"La Liga, Spain (ES1)",1.09,10.0,26.0,1.09,10.5,18.0,ES1
2013-11-02,Almeria,Valladolid,"La Liga, Spain (ES1)",2.15,3.3,3.4,2.15,3.25,3.4,ES1
2013-11-02,Sevilla,Celta,"La Liga, Spain (ES1)",1.5,4.33,6.0,1.5,4.2,6.25,ES1
2013-11-02,Sociedad,Osasuna,"La Liga, Spain (ES1)",1.57,4.0,5.75,1.62,3.6,6.0,ES1
2013-11-02,Vallecano,Real Madrid,"La Liga, Spain (ES1)",11.0,6.0,1.25,10.0,6.0,1.25,ES1
2013-11-03,Ath Madrid,Ath Bilbao,"La Liga, Spain (ES1)",1.3,5.0,11.0,1.34,4.75,9.25,ES1
2013-11-03,Getafe,Valencia,"La Liga, Spain (ES1)",2.6,3.2,2.75,2.55,3.25,2.75,ES1
2013-11-03,Levante,Granada,"La Liga, Spain (ES1)",2.05,3.3,3.6,2.05,3.2,3.8,ES1
2013-11-03,Malaga,Betis,"La Liga, Spain (ES1)",2.05,3.4,3.6,2.0,3.4,3.75,ES1
2013-11-04,Elche,Villarreal,"La Liga, Spain (ES1)",3.3,3.3,2.2,3.3,3.25,2.2,ES1
2013-11-08,Granada,Malaga,"La Liga, Spain (ES1)",2.3,3.2,3.2,2.25,3.25,3.2,ES1
2013-11-08,Osasuna,Almeria,"La Liga, Spain (ES1)",2.05,3.4,3.5,2.1,3.3,3.5,ES1
2013-11-09,Ath Bilbao,Levante,"La Liga, Spain (ES1)",1.5,4.1,6.5,1.55,3.8,6.25,ES1
2013-11-09,Celta,Vallecano,"La Liga, Spain (ES1)",1.91,3.5,4.0,1.91,3.4,4.1,ES1
2013-11-09,Getafe,Elche,"La Liga, Spain (ES1)",2.05,3.25,3.75,2.05,3.2,3.8,ES1
2013-11-09,Real Madrid,Sociedad,"La Liga, Spain (ES1)",1.14,8.0,17.0,1.16,7.75,13.5,ES1
2013-11-10,Betis,Barcelona,"La Liga, Spain (ES1)",11.0,6.0,1.25,11.5,6.0,1.23,ES1
2013-11-10,Espanol,Sevilla,"La Liga, Spain (ES1)",2.38,3.25,3.0,2.35,3.25,3.0,ES1
2013-11-10,Valencia,Valladolid,"La Liga, Spain (ES1)",1.53,4.0,6.0,1.55,4.1,5.75,ES1
2013-11-10,Villarreal,Ath Madrid,"La Liga, Spain (ES1)",3.4,3.4,2.1,3.75,3.4,2.0,ES1
2013-11-22,Valladolid,Osasuna,"La Liga, Spain (ES1)",2.0,3.4,3.75,1.95,3.3,4.0,ES1
2013-11-23,Almeria,Real Madrid,"La Liga, Spain (ES1)",9.5,5.5,1.29,9.5,6.0,1.26,ES1
2013-11-23,Ath Madrid,Getafe,"La Liga, Spain (ES1)",1.22,5.75,13.0,1.26,5.25,12.5,ES1
2013-11-23,Barcelona,Granada,"La Liga, Spain (ES1)",1.13,8.5,17.0,1.14,7.75,16.0,ES1
2013-11-23,Sociedad,Celta,"La Liga, Spain (ES1)",1.67,3.6,5.25,1.67,3.75,5.0,ES1
2013-11-24,Elche,Valencia,"La Liga, Spain (ES1)",2.75,3.3,2.5,2.85,3.2,2.5,ES1
2013-11-24,Levante,Villarreal,"La Liga, Spain (ES1)",3.5,3.3,2.1,3.6,3.3,2.05,ES1
2013-11-24,Sevilla,Betis,"La Liga, Spain (ES1)",1.67,3.75,5.0,1.7,3.8,4.75,ES1
2013-11-24,Vallecano,Espanol,"La Liga, Spain (ES1)",2.4,3.3,2.88,2.45,3.1,3.0,ES1
2013-11-25,Malaga,Ath Bilbao,"La Liga, Spain (ES1)",2.6,3.25,2.7,2.45,3.4,2.75,ES1
2013-11-29,Getafe,Levante,"La Liga, Spain (ES1)",1.83,3.4,4.5,1.85,3.4,4.33,ES1
2013-11-29,Villarreal,Malaga,"La Liga, Spain (ES1)",1.44,4.33,7.0,1.45,4.1,7.5,ES1
2013-11-30,Celta,Almeria,"La Liga, Spain (ES1)",1.91,3.4,4.0,1.9,3.4,4.1,ES1
2013-11-30,Elche,Ath Madrid,"La Liga, Spain (ES1)",7.0,4.0,1.5,7.25,3.9,1.5,ES1
2013-11-30,Espanol,Sociedad,"La Liga, Spain (ES1)",2.2,3.4,3.2,2.2,3.25,3.3,ES1
2013-11-30,Real Madrid,Valladolid,"La Liga, Spain (ES1)",1.13,8.5,17.0,1.13,8.0,17.5,ES1
2013-12-01,Ath Bilbao,Barcelona,"La Liga, Spain (ES1)",5.0,4.2,1.6,5.5,4.1,1.57,ES1
2013-12-01,Betis,Vallecano,"La Liga, Spain (ES1)",1.91,3.4,4.0,1.95,3.3,4.0,ES1
2013-12-01,Granada,Sevilla,"La Liga, Spain (ES1)",2.8,3.25,2.5,2.85,3.2,2.5,ES1
2013-12-01,Valencia,Osasuna,"La Liga, Spain (ES1)",1.4,4.5,8.0,1.45,4.2,7.25,ES1
2013-12-13,Levante,Elche,"La Liga, Spain (ES1)",2.3,3.1,3.25,2.3,3.1,3.3,ES1
2013-12-14,Barcelona,Villarreal,"La Liga, Spain (ES1)",1.29,5.5,11.0,1.3,5.25,9.25,ES1
2013-12-14,Malaga,Getafe,"La Liga, Spain (ES1)",2.0,3.4,3.75,1.95,3.4,3.9,ES1
2013-12-14,Osasuna,Real Madrid,"La Liga, Spain (ES1)",11.0,6.5,1.22,12.0,6.0,1.22,ES1
2013-12-14,Vallecano,Granada,"La Liga, Spain (ES1)",2.05,3.3,3.6,1.95,3.3,4.0,ES1
2013-12-15,Almeria,Espanol,"La Liga, Spain (ES1)",2.7,3.2,2.63,2.6,3.25,2.65,ES1
2013-12-15,Ath Madrid,Valencia,"La Liga, Spain (ES1)",1.33,4.75,10.0,1.36,4.5,9.0,ES1
2013-12-15,Sevilla,Ath Bilbao,"La Liga, Spain (ES1)",1.95,3.5,3.75,2.0,3.6,3.5,ES1
2013-12-15,Sociedad,Betis,"La Liga, Spain (ES1)",1.73,3.6,4.75,1.65,3.8,5.0,ES1
2013-12-16,Valladolid,Celta,"La Liga, Spain (ES1)",2.38,3.25,3.0,2.3,3.3,3.1,ES1
2013-12-20,Elche,Malaga,"La Liga, Spain (ES1)",2.3,3.2,3.2,2.45,3.1,3.0,ES1
2013-12-21,Ath Madrid,Levante,"La Liga, Spain (ES1)",1.14,7.5,17.0,1.15,7.25,17.5,ES1
2013-12-21,Betis,Almeria,"La Liga, Spain (ES1)",1.73,3.75,4.5,1.75,3.6,4.6,ES1
2013-12-21,Granada,Sociedad,"La Liga, Spain (ES1)",2.4,3.3,2.88,2.45,3.3,2.85,ES1
2013-12-21,Villarreal,Sevilla,"La Liga, Spain (ES1)",1.85,3.6,4.0,1.83,3.6,4.2,ES1
2013-12-22,Ath Bilbao,Vallecano,"La Liga, Spain (ES1)",1.44,4.33,7.0,1.45,4.33,7.0,ES1
2013-12-22,Celta,Osasuna,"La Liga, Spain (ES1)",1.8,3.5,4.5,1.8,3.5,4.5,ES1
2013-12-22,Espanol,Valladolid,"La Liga, Spain (ES1)",1.8,3.4,4.75,1.75,3.4,5.0,ES1
2013-12-22,Getafe,Barcelona,"La Liga, Spain (ES1)",7.0,4.75,1.4,7.25,4.5,1.42,ES1
2013-12-22,Valencia,Real Madrid,"La Liga, Spain (ES1)",5.5,4.0,1.57,5.5,4.25,1.55,ES1
2014-01-04,Almeria,Granada,"La Liga, Spain (ES1)",2.4,3.2,3.0,2.3,3.25,3.1,ES1
2014-01-04,Malaga,Ath Madrid,"La Liga, Spain (ES1)",6.0,4.1,1.53,7.0,3.9,1.5,ES1
2014-01-04,Valencia,Levante,"La Liga, Spain (ES1)",1.44,4.2,7.5,1.45,4.2,7.25,ES1
2014-01-04,Valladolid,Betis,"La Liga, Spain (ES1)",2.38,3.25,3.0,2.35,3.3,2.95,ES1
2014-01-05,Barcelona,Elche,"La Liga, Spain (ES1)",1.07,11.0,26.0,1.09,9.5,23.0,ES1
2014-01-05,Osasuna,Espanol,"La Liga, Spain (ES1)",2.4,3.2,3.0,2.3,3.1,3.25,ES1
2014-01-05,Sevilla,Getafe,"La Liga, Spain (ES1)",1.53,4.2,5.75,1.55,4.1,5.75,ES1
2014-01-05,Sociedad,Ath Bilbao,"La Liga, Spain (ES1)",2.15,3.4,3.3,2.2,3.25,3.3,ES1
2014-01-06,Real Madrid,Celta,"La Liga, Spain (ES1)",1.1,9.0,21.0,1.09,9.75,21.0,ES1
2014-01-06,Vallecano,Villarreal,"La Liga, Spain (ES1)",3.3,3.4,2.15,3.5,3.4,2.05,ES1
2014-01-10,Granada,Valladolid,"La Liga, Spain (ES1)",2.0,3.3,3.8,2.0,3.3,3.8,ES1
2014-01-11,Ath Bilbao,Almeria,"La Liga, Spain (ES1)",1.4,4.5,7.5,1.4,4.5,7.75,ES1
2014-01-11,Ath Madrid,Barcelona,"La Liga, Spain (ES1)",3.1,3.5,2.2,3.2,3.4,2.2,ES1
2014-01-11,Celta,Valencia,"La Liga, Spain (ES1)",3.1,3.3,2.3,3.0,3.25,2.35,ES1
2014-01-11,Elche,Sevilla,"La Liga, Spain (ES1)",3.3,3.4,2.15,3.5,3.25,2.1,ES1
2014-01-12,Betis,Osasuna,"La Liga, Spain (ES1)",1.8,3.5,4.5,1.8,3.5,4.5,ES1
2014-01-12,Espanol,Real Madrid,"La Liga, Spain (ES1)",7.5,5.5,1.33,8.0,5.0,1.35,ES1
2014-01-12,Getafe,Vallecano,"La Liga, Spain (ES1)",2.0,3.4,3.75,1.95,3.5,3.75,ES1
2014-01-12,Levante,Malaga,"La Liga, Spain (ES1)",2.5,3.2,2.88,2.5,3.25,2.8,ES1
2014-01-13,Villarreal,Sociedad,"La Liga, Spain (ES1)",1.91,3.5,4.0,1.85,3.6,4.1,ES1
2014-01-17,Malaga,Valencia,"La Liga, Spain (ES1)",2.7,3.2,2.63,2.7,3.2,2.6,ES1
2014-01-18,Betis,Real Madrid,"La Liga, Spain (ES1)",8.5,6.0,1.29,11.0,5.5,1.26,ES1
2014-01-18,Elche,Vallecano,"La Liga, Spain (ES1)",2.38,3.2,3.0,2.25,3.2,3.2,ES1
2014-01-18,Espanol,Celta,"La Liga, Spain (ES1)",2.0,3.25,3.9,1.91,3.3,4.2,ES1
2014-01-18,Granada,Osasuna,"La Liga, Spain (ES1)",2.0,3.2,4.0,1.95,3.3,4.0,ES1
2014-01-19,Ath Madrid,Sevilla,"La Liga, Spain (ES1)",1.36,4.75,8.5,1.33,4.75,9.5,ES1
2014-01-19,Getafe,Sociedad,"La Liga, Spain (ES1)",3.0,3.4,2.3,2.95,3.3,2.35,ES1
2014-01-19,Levante,Barcelona,"La Liga, Spain (ES1)",15.0,7.0,1.17,15.0,6.5,1.19,ES1
2014-01-19,Villarreal,Almeria,"La Liga, Spain (ES1)",1.33,5.0,9.0,1.33,4.75,9.5,ES1
2014-01-20,Ath Bilbao,Valladolid,"La Liga, Spain (ES1)",1.36,4.75,8.5,1.33,4.75,9.5,ES1
2014-01-24,Celta,Betis,"La Liga, Spain (ES1)",2.1,3.4,3.4,2.0,3.4,3.7,ES1
2014-01-25,Real Madrid,Granada,"La Liga, Spain (ES1)",1.05,15.0,26.0,1.07,11.5,23.0,ES1
2014-01-25,Sevilla,Levante,"La Liga, Spain (ES1)",1.36,4.75,8.5,1.35,4.75,9.0,ES1
2014-01-25,Valencia,Espanol,"La Liga, Spain (ES1)",1.53,4.0,6.0,1.57,3.8,6.0,ES1
2014-01-25,Valladolid,Villarreal,"La Liga, Spain (ES1)",4.0,3.3,1.95,3.9,3.5,1.91,ES1
2014-01-26,Almeria,Getafe,"La Liga, Spain (ES1)",2.4,3.2,3.0,2.35,3.25,3.0,ES1
2014-01-26,Barcelona,Malaga,"La Liga, Spain (ES1)",1.08,10.0,23.0,1.08,11.0,21.0,ES1
2014-01-26,Osasuna,Ath Bilbao,"La Liga, Spain (ES1)",3.5,3.2,2.15,3.4,3.25,2.15,ES1
2014-01-26,Vallecano,Ath Madrid,"La Liga, Spain (ES1)",8.0,4.5,1.4,7.75,4.5,1.4,ES1
2014-01-27,Sociedad,Elche,"La Liga, Spain (ES1)",1.5,4.0,7.0,1.48,4.1,6.75,ES1
2014-01-31,Granada,Celta,"La Liga, Spain (ES1)",2.1,3.5,3.25,2.0,3.4,3.7,ES1
2014-02-01,Barcelona,Valencia,"La Liga, Spain (ES1)",1.13,8.0,19.0,1.13,8.0,17.0,ES1
2014-02-01,Getafe,Valladolid,"La Liga, Spain (ES1)",2.0,3.4,3.75,1.91,3.4,4.0,ES1
2014-02-01,Levante,Vallecano,"La Liga, Spain (ES1)",2.15,3.3,3.4,2.2,3.2,3.4,ES1
2014-02-01,Malaga,Sevilla,"La Liga, Spain (ES1)",2.8,3.4,2.4,2.85,3.25,2.45,ES1
2014-02-02,Ath Bilbao,Real Madrid,"La Liga, Spain (ES1)",5.25,4.0,1.62,4.75,4.33,1.6,ES1
2014-02-02,Ath Madrid,Sociedad,"La Liga, Spain (ES1)",1.3,5.0,10.0,1.31,5.0,9.75,ES1
2014-02-02,Betis,Espanol,"La Liga, Spain (ES1)",2.3,3.2,3.2,2.3,3.3,3.1,ES1
2014-02-02,Elche,Almeria,"La Liga, Spain (ES1)",2.0,3.4,3.75,1.95,3.3,4.0,ES1
2014-02-03,Villarreal,Osasuna,"La Liga, Spain (ES1)",1.33,5.0,9.0,1.37,4.4,9.25,ES1
2014-02-07,Espanol,Granada,"La Liga, Spain (ES1)",1.8,3.5,4.5,1.78,3.4,4.75,ES1
2014-02-08,Almeria,Ath Madrid,"La Liga, Spain (ES1)",10.0,5.25,1.29,10.0,5.0,1.3,ES1
2014-02-08,Real Madrid,Villarreal,"La Liga, Spain (ES1)",1.33,5.0,8.5,1.35,5.0,8.0,ES1
2014-02-08,Valencia,Betis,"La Liga, Spain (ES1)",1.44,4.33,7.0,1.44,4.4,7.0,ES1
2014-02-08,Vallecano,Malaga,"La Liga, Spain (ES1)",2.4,3.2,3.0,2.4,3.25,2.95,ES1
2014-02-09,Osasuna,Getafe,"La Liga, Spain (ES1)",2.1,3.2,3.6,2.15,3.2,3.5,ES1
2014-02-09,Sevilla,Barcelona,"La Liga, Spain (ES1)",6.0,4.0,1.53,5.5,4.33,1.53,ES1
2014-02-09,Sociedad,Levante,"La Liga, Spain (ES1)",1.44,4.33,7.0,1.45,4.2,7.25,ES1
2014-02-09,Valladolid,Elche,"La Liga, Spain (ES1)",2.05,3.2,3.8,2.05,3.3,3.6,ES1
2014-02-10,Celta,Ath Bilbao,"La Liga, Spain (ES1)",3.1,3.3,2.3,3.1,3.3,2.25,ES1
2014-02-14,Elche,Osasuna,"La Liga, Spain (ES1)",2.1,3.2,3.6,2.1,3.25,3.5,ES1
2014-02-15,Ath Madrid,Valladolid,"La Liga, Spain (ES1)",1.18,7.0,13.0,1.18,6.25,16.5,ES1
2014-02-15,Barcelona,Vallecano,"La Liga, Spain (ES1)",1.07,11.0,29.0,1.08,9.75,26.0,ES1
2014-02-15,Levante,Almeria,"La Liga, Spain (ES1)",2.05,3.1,4.0,1.91,3.3,4.2,ES1
2014-02-15,Villarreal,Celta,"La Liga, Spain (ES1)",1.53,4.0,6.0,1.57,3.7,6.25,ES1
2014-02-16,Ath Bilbao,Espanol,"La Liga, Spain (ES1)",1.57,3.8,6.0,1.6,3.75,5.75,ES1
2014-02-16,Getafe,Real Madrid,"La Liga, Spain (ES1)",10.0,5.25,1.29,9.75,5.0,1.31,ES1
2014-02-16,Granada,Betis,"La Liga, Spain (ES1)",2.1,3.2,3.6,2.1,3.3,3.5,ES1
2014-02-16,Sevilla,Valencia,"La Liga, Spain (ES1)",2.0,3.6,3.5,2.0,3.6,3.5,ES1
2014-02-17,Malaga,Sociedad,"La Liga, Spain (ES1)",2.7,3.25,2.6,2.8,3.3,2.45,ES1
2014-02-21,Valladolid,Levante,"La Liga, Spain (ES1)",2.1,3.1,3.8,2.05,3.25,3.7,ES1
2014-02-22,Almeria,Malaga,"La Liga, Spain (ES1)",2.5,3.2,2.88,2.6,3.25,2.7,ES1
2014-02-22,Celta,Getafe,"La Liga, Spain (ES1)",1.75,3.6,4.75,1.72,3.5,5.0,ES1
2014-02-22,Real Madrid,Elche,"La Liga, Spain (ES1)",1.07,11.0,29.0,1.08,10.0,26.0,ES1
2014-02-22,Sociedad,Barcelona,"La Liga, Spain (ES1)",7.5,5.0,1.36,8.0,5.0,1.36,ES1
2014-02-23,Betis,Ath Bilbao,"La Liga, Spain (ES1)",2.88,3.4,2.38,2.95,3.3,2.35,ES1
2014-02-23,Osasuna,Ath Madrid,"La Liga, Spain (ES1)",7.0,4.0,1.5,7.25,4.0,1.48,ES1
2014-02-23,Valencia,Granada,"La Liga, Spain (ES1)",1.5,4.1,6.5,1.5,4.2,6.25,ES1
2014-02-23,Vallecano,Sevilla,"La Liga, Spain (ES1)",3.1,3.4,2.25,3.25,3.3,2.2,ES1
2014-02-24,Espanol,Villarreal,"La Liga, Spain (ES1)",2.5,3.25,2.8,2.5,3.1,2.9,ES1
2014-02-28,Ath Bilbao,Granada,"La Liga, Spain (ES1)",1.4,4.5,7.5,1.4,4.4,8.0,ES1
2014-03-01,Elche,Celta,"La Liga, Spain (ES1)",2.5,3.1,2.9,2.25,3.25,3.2,ES1
2014-03-01,Getafe,Espanol,"La Liga, Spain (ES1)",2.6,3.2,2.75,2.55,3.1,2.85,ES1
2014-03-01,Levante,Osasuna,"La Liga, Spain (ES1)",2.3,3.2,3.2,2.35,3.2,3.0,ES1
2014-03-01,Malaga,Valladolid,"La Liga, Spain (ES1)",1.85,3.4,4.33,1.78,3.4,4.75,ES1
2014-03-02,Ath Madrid,Real Madrid,"La Liga, Spain (ES1)",3.5,3.4,2.05,3.7,3.5,1.95,ES1
2014-03-02,Barcelona,Almeria,"La Liga, Spain (ES1)",1.05,13.0,34.0,1.06,11.0,29.0,ES1
2014-03-02,Sevilla,Sociedad,"La Liga, Spain (ES1)",1.91,3.75,3.6,2.05,3.8,3.5,ES1
2014-03-02,Vallecano,Valencia,"La Liga, Spain (ES1)",3.3,3.3,2.2,3.4,3.5,2.05,ES1
2014-03-02,Villarreal,Betis,"La Liga, Spain (ES1)",1.36,4.75,8.5,1.4,4.6,7.5,ES1
2014-03-08,Betis,Getafe,"La Liga, Spain (ES1)",1.91,3.4,4.0,1.91,3.3,4.2,ES1
2014-03-08,Celta,Ath Madrid,"La Liga, Spain (ES1)",4.0,3.4,1.91,4.2,3.3,1.91,ES1
2014-03-08,Granada,Villarreal,"La Liga, Spain (ES1)",3.4,3.2,2.2,3.2,3.25,2.25,ES1
2014-03-08,Valladolid,Barcelona,"La Liga, Spain (ES1)",12.0,7.0,1.2,11.5,6.0,1.23,ES1
2014-03-09,Almeria,Sevilla,"La Liga, Spain (ES1)",3.4,3.4,2.1,3.5,3.4,2.05,ES1
2014-03-09,Espanol,Elche,"La Liga, Spain (ES1)",1.75,3.5,4.75,1.75,3.3,5.25,ES1
2014-03-09,Real Madrid,Levante,"La Liga, Spain (ES1)",1.05,15.0,29.0,1.06,12.0,26.0,ES1
2014-03-09,Valencia,Ath Bilbao,"La Liga, Spain (ES1)",2.25,3.3,3.2,2.1,3.4,3.4,ES1
2014-03-10,Osasuna,Malaga,"La Liga, Spain (ES1)",2.3,3.1,3.25,2.25,3.2,3.25,ES1
2014-03-10,Sociedad,Vallecano,"La Liga, Spain (ES1)",1.44,4.5,6.5,1.45,4.4,6.75,ES1
2014-03-14,Getafe,Granada,"La Liga, Spain (ES1)",2.1,3.25,3.5,2.2,3.2,3.4,ES1
2014-03-15,Ath Madrid,Espanol,"La Liga, Spain (ES1)",1.29,5.0,12.0,1.33,4.75,9.5,ES1
2014-03-15,Levante,Celta,"La Liga, Spain (ES1)",2.5,3.1,2.9,2.5,3.2,2.85,ES1
2014-03-15,Malaga,Real Madrid,"La Liga, Spain (ES1)",12.0,6.0,1.25,12.5,6.0,1.22,ES1
2014-03-15,Vallecano,Almeria,"La Liga, Spain (ES1)",1.83,3.5,4.2,1.85,3.5,4.2,ES1
2014-03-16,Barcelona,Osasuna,"La Liga, Spain (ES1)",1.05,15.0,29.0,1.07,10.5,31.0,ES1
2014-03-16,Elche,Betis,"La Liga, Spain (ES1)",2.38,3.2,3.0,2.25,3.2,3.25,ES1
2014-03-16,Sevilla,Valladolid,"La Liga, Spain (ES1)",1.44,4.33,7.0,1.4,4.5,7.75,ES1
2014-03-16,Sociedad,Valencia,"La Liga, Spain (ES1)",2.05,3.5,3.4,2.0,3.5,3.6,ES1
2014-03-17,Villarreal,Ath Bilbao,"La Liga, Spain (ES1)",2.25,3.4,3.1,2.15,3.4,3.3,ES1
2014-03-21,Celta,Malaga,"La Liga, Spain (ES1)",1.91,3.4,4.0,2.0,3.3,3.8,ES1
2014-03-22,Ath Bilbao,Getafe,"La Liga, Spain (ES1)",1.36,5.0,7.5,1.35,4.75,8.5,ES1
2014-03-22,Espanol,Levante,"La Liga, Spain (ES1)",1.67,3.6,5.5,1.7,3.4,5.5,ES1
2014-03-22,Granada,Elche,"La Liga, Spain (ES1)",2.05,3.2,3.8,2.0,3.3,3.8,ES1
2014-03-22,Valladolid,Vallecano,"La Liga, Spain (ES1)",2.4,3.3,2.9,2.3,3.25,3.1,ES1
2014-03-23,Betis,Ath Madrid,"La Liga, Spain (ES1)",6.0,3.8,1.57,6.25,3.8,1.55,ES1
2014-03-23,Osasuna,Sevilla,"La Liga, Spain (ES1)",2.9,3.3,2.38,2.8,3.4,2.4,ES1
2014-03-23,Real Madrid,Barcelona,"La Liga, Spain (ES1)",2.25,3.5,3.0,2.25,3.5,3.0,ES1
2014-03-23,Valencia,Villarreal,"La Liga, Spain (ES1)",2.05,3.4,3.5,2.05,3.4,3.5,ES1
2014-03-24,Almeria,Sociedad,"La Liga, Spain (ES1)",3.4,3.4,2.1,3.4,3.4,2.1,ES1
2014-03-25,Elche,Ath Bilbao,"La Liga, Spain (ES1)",4.0,3.3,1.95,4.33,3.4,1.85,ES1
2014-03-25,Malaga,Espanol,"La Liga, Spain (ES1)",2.45,3.1,3.0,2.3,3.25,3.1,ES1
2014-03-26,Ath Madrid,Granada,"La Liga, Spain (ES1)",1.18,6.5,15.0,1.2,6.0,15.0,ES1
2014-03-26,Barcelona,Celta,"La Liga, Spain (ES1)",1.05,15.0,34.0,1.05,14.0,23.0,ES1
2014-03-26,Sevilla,Real Madrid,"La Liga, Spain (ES1)",5.5,4.5,1.53,5.5,4.33,1.53,ES1
2014-03-26,Vallecano,Osasuna,"La Liga, Spain (ES1)",1.83,3.4,4.5,1.87,3.5,4.1,ES1
2014-03-27,Almeria,Valencia,"La Liga, Spain (ES1)",3.8,3.5,1.95,3.75,3.5,1.95,ES1
2014-03-27,Getafe,Villarreal,"La Liga, Spain (ES1)",3.3,3.3,2.2,3.3,3.4,2.15,ES1
2014-03-27,Levante,Betis,"La Liga, Spain (ES1)",2.3,3.2,3.1,2.35,3.25,3.0,ES1
2014-03-27,Sociedad,Valladolid,"La Liga, Spain (ES1)",1.44,4.2,7.5,1.45,4.2,7.25,ES1
2014-03-29,Ath Bilbao,Ath Madrid,"La Liga, Spain (ES1)",2.9,3.3,2.4,3.0,3.2,2.4,ES1
